StateFileID,turnout2020
9d7b512eb50b5cb20b3572accee8053a,1
914a9c91366e2a94c0b7cba0a8e4298d,1
49100b8e0a3c33dbe128f2d9baff654a,1
f35592fbeb330860b4a78aa448f7a99f,1
5680b778f6fccf0328c9260b3dc3975e,1
83ba5a58ffd68cd46e1b10f8463351f7,1
4ab7ac040e22a765780c800b26d5d353,1
9e216c817f9bda1e616a86ce69c7759a,0
85be5af2393d90350be955a6d643d2c3,0
a9f3747908b6960275978c821ae238e1,1
f9701d630336b55c46e2d3514928c9d8,1
95b5eb6ff6a2d6191558dc8924cc8919,1
bbfbd07def1c3e4e162a96779d403315,0
b7ccd2b9458e956bbe9c489139f28db9,1
9a71e1e95682988ac7aebe8d77bf31d3,0
52adef59e4c22e16e7b24da99341e3c1,0
2e1acc37dd3694bc8b4f80f0681223c2,0
c4e9032d6f93207726d9864a6b1e4fdc,0
ff5f5207c154836e054889c1ccccc281,0
6d0dd233ba6fe72b92bf448e9ea18ac5,0
871da9a9a4c94291e743c7dc50e6fa88,1
960ee6633210974f0d0dbf7b2cb23413,0
488ee21bfd440049163b1971a42c330c,0
9502c92e6b60390e3f0c082eedfb8dcc,0
435df86f938f1e4616214f7a81c47f95,0
2f02dcc627ee3f614a11b3ebc1a3497b,1
3e088f1b4a71d15d3efa7cfcfa9c38d5,0
eca250e023c379626e2e1fd14da56296,0
a5323690be6eadd9e6db966b49849f47,1
ba5fc3f90adbe464b3b84bfd04e744f5,0
341eb8101f7d0828e9b2c41c2d3dda02,0
bb066f1d8e4c7e22c6a67dc1d7a6d715,1
cdc3ac19ba798aafcd2e5dd6b14861c5,0
14264efa135612b41df619a92682efda,0
5612b1e5058c66dbc4d2cf3229c1341a,0
4373e98f7abd77b8e1e114868218c7f5,0
ea97286788c2a440ec22ebcec1ef676b,0
2f925cf2d5a0e4c5e50bdb4e9002a739,0
a6bee67bfffc6229483482f89a59f213,1
9c0454564c15e6c0927d8caeb1b3bb9f,1
97a164e8363d83d5fd74b856a4e92b83,0
cefdcf3929ff5d9a913fdafb9cc07577,0
79a7abb0a137c3f7180a3c6d0e55d538,0
27108031927443c0541b959a68125d1c,0
5d0f49baff44d018730a87141975f976,0
73ccf3edb22224193095b4c9ce9bfb00,0
e31cf3a54f2b01df5a82a033fef1f8e2,1
fffb96118d09616dd63c43016fc01cf8,0
62097f3735f4cbac54f39d4eaae60a75,1
f71607a18eaddb1a6a2a1760509c1a20,1
257571a79b18d639496cfc4338db6b73,0
1883d99baf2dff787adaf9a1aacfcd77,1
a1fc03552bb8aeecc76429b2fc1e4e46,1
af44013000bda5ff1f06bf1f660707c0,0
8377d360b21b9e147b034acd50d06924,0
b64cc65b590ec04296f5f4f65f3d4a8f,1
bd5a9c8b240f1b3b77b87dcd2045f894,0
4592405239faed335a6657023e3d9400,0
14ac599cb360ddea285e0cce73909752,0
41e8cc3cea8f1d2a7d4259d82f6fe704,1
b39e1ab0153d60b284fd1cf9812cc63e,1
0774cf7465681fc3e6acf606d87b1df9,0
6d9046a2aa106a66c65c37eda39d7936,0
88ffe4f20e7d9f3c4b5a7755372567c4,0
86d7c2f42df63ff621ea0bc4fb345b0b,0
b5250fbf67e709f0f23b72822c50623d,1
e7a2f3725c550dab59b4e2f69be573c2,0
5183e99fcb35286a5d8b1dbc3acf1494,0
0d28f98ef1f2af5c57bf712c5062c9e7,0
6cdd848adadae1d70bb397d5264260e0,0
2f1664a5404b0e7a8e286bcd57e64aaa,0
fb9a74430b36ae7f7af55f556dd611f1,0
aa8c65bd4109b983816fd820f03a6297,0
cfb7ddac80ad9c8c96a3fdc139227f27,1
7f0f404f03821a6be381e45103b7da7f,0
a34ff75e580635438aca3c60337466df,0
32b27862a1b5ac7ad04ecfe7801a828d,0
a52c950932936e7d6d0ba796d9490806,0
27a3ee2fab36d58adf207c1aae056396,1
3d7d3795f1080bc3e66237002bc86d4b,0
219e5d411ca8a570f53b565fbfca69e5,1
7084a21af2fec4d38f61a0e9e84443f0,0
5b0ff98109fb085a8431938c17d30646,0
4062c37012e334ee61fa02723c7c24ea,0
227dce71172c4c8df93d8166d62c37b6,1
5b2abfbbc9e86c892f2e8de2e2083015,1
8f79fa612864df01283f1937189716c8,0
9896e81cca78ef3c0c3f62638176d033,1
504bba4c1ac00094dfb8953bd4c82f11,0
0b60a56f7b95f9eeeff77c89f9bc8c5e,0
a7fc550016a59db087d22f2255a88781,1
2c887e8862b5a7c02938b94cc1c96e81,1
4bb64f115d2a24ca0a317a743e7c92eb,0
15038fed78b7bd3952c97379bcc3d9a0,0
66e765ba27522ab38a52b3111121aaa8,1
f96e16506157b3262eeebc58329fd38b,1
bbfbe608eda4359d65815ffb6417315b,0
abb1bcddcb2c2f869b5a37fba845955c,0
4a67d4016af94a143cf9fc44abecd33b,1
2463ea6b0cda45ff12dc3b952f8b0d3c,0
f32f97500c92fb0487d6f240ce261e2f,0
78f221dba3dacf755d907af96d7318d0,0
c8a18e0e2aed5c286350dfc6bde01a7f,1
187d1493e80896c8c8cfbe9527c4f412,1
e84396883f8b2d144cbc3d876e08dba3,1
109d0fde4195d76c2a8d3f309fc60deb,1
c555a30d7d255fd973ce6252d40abf83,1
21944e221a8cf2a40f021a8f4ddf1a92,1
0a8edd14e22cd9fd9d1cbcf83f36a5fd,0
d6ef9ec859563b6d9a0f148cfc72da48,1
ecb8b18633a93b323f6e42413ec3c005,1
8f92c5f50b9e246ac6f56e6c377174cb,0
658822bbcbd44d85327482c49e249f2d,0
9156a05ecc61ef5e1d9a922237557fa9,0
fa945892c0951bd6856584ff56c5a557,0
b597acb7592b0b6c89c491a4aa1cfb09,0
750bf10be540cc7a4f1981446c22946c,1
403bfdcc4ce2589bcf6a53186157f8d6,0
c68ab57400f58c425efccf82819e99be,0
072df454c5883151dbcceb5c3f81eb65,0
ce7a1a298a2503f6e7ea3f6b8bd11716,0
6e2ed1089c42c21b7b8379effcc8bcc0,1
16b156235602b2730f9e9554abcb7952,0
595bd140bbaf64c50f53fa9eb3c58c73,1
26c500dfb406253f1d9531909837472a,0
12ab91e400dfdc2c20dd51f7bc160a24,1
4328d8202b555b7a12345542afa09f54,1
e0e907f027df20e80941ff28752cf1bc,0
5cd0f81d74a0310a439410e66bd14b70,0
e2389a2b4186c9f80a08005c0f1b98c0,1
4b01d51d7730f9e298b685914b98f622,0
9e009e748255923d5c4699a9881a78cb,1
9f7fbef741cc6e99174143d3b952abf2,1
1d58a8c5fc0a0eec4919ee74b0caddd6,1
3c6648be8e0abb8dca6bc7d0962afb97,0
dc66e62a15a933bcdd08045d534ae091,1
912bbf0a14075516921c550e4ddb3cb0,1
3b25b47cfe146047125fa90e99a36137,0
07963af9a22601586251d194d65501d8,0
2620c0e01a4eec6a8e7c0b03c9738ac0,1
470ad920a8ad979710b5f5032f8f41cd,1
4c99f1a8198a09a29e0edf4b1f72a817,0
2ae6005e24167a7e1441d9ff541f1cb0,0
3b1211cb17449cb272dbdd761328f7ee,1
121a6cf0477ec8f022f5f484410e5b1b,1
f33a1a1c11e61330c6e82d43d82103f7,1
c1625769f9e210df3262e42fdbcd50a5,1
02e46016bfc1479fb25d9e0e315505c2,0
7a552d6bdf3981c06aac628acd52b8cd,0
f62865b6c4680f3eebecd61177833aee,0
353afd41ab32a1e628a263693d831a8a,0
bbb6a80bef040e5aa7cb5229ba368781,1
52097aef04b5eac266e0215441756f0c,1
4788c19826414529bf7b67d8ccb40497,1
290393d6950aaf2e261eec95c5df2140,0
ee385bc98779f368f7781b5647455b6e,1
809f06fb1904f8593036dd5a6f4a54e6,0
1bf898b8d1128098a3a35e5f67f50447,0
66a757fc49abe2ce9b249644be58a773,0
68e87f4060ef86cf8f92b983f0371563,0
978e470b23f12fe12ffa2b7288ccc8cf,0
ca4d63379f804ae8d381bb18584e4e76,0
5ab8cfa049d658271f6034ae3156c4a3,1
8c005e6e0cceef3fb537e701025dc322,1
7cdf3f59d2f77da1ce9c63b32cc7e1a6,0
e7e42654a29999ef92572d2c6a5b7c4f,1
2467afdffdd80c5a8f4fd7e39bab2801,0
980416eeca9444c654c2e70547473218,0
f0a67946272274dfb1673137c10fa6d9,0
bbbe40a03a2f2f9c246af3ead6d60d67,0
fc10319e58fbf4732525fd246b5c2d27,1
f9cc2f69852882000afb5f00e8feffe3,0
adc11042ed0c7ec3f54db051028b65c0,1
a2c499542c7878348c0a2cbef534d85f,1
02dfda1f92296c534b9e3e1f05702bcd,0
0a99876ca36df17a0e16b7f1b8d454da,0
3a26d8ed661d32f9405018a89d20bf27,1
9709216f211f8482118245a32fe02dd9,1
c5ba84139d74d66cdcc52d6c6a1bb630,0
8140b01db51861fafd227d46d12b71bb,0
fb523e2c2fa9217c77586c003ec8a13c,0
b89d7c0e2fb4d2addb961718a2d7dbd0,0
848f51dc99de80359208261c61b116fa,1
0fec69fbf23776df8221f745ed239346,1
25b8f90d55a4010d77bffe469413614a,1
f063ef01fbbb8951b1eede0546045080,0
36f2bcfa5287902ee45bf4275b23620b,1
3145b49e8407e5a7464322cfd1744abb,0
66fd1e3960874c84ceea6e79e48637d7,1
e91d6227a190f7ad7efad8eacbbcf8ff,0
d3c10a8d5201c091cec749557400d9eb,0
fcb5afd8e01df3250aee2d8e815d0319,1
0013d70b7748553e1de4e5cf02872ac2,0
dde5efe3c53bca020a5295de1b4ed9df,0
75d8004bb00379bbc1d246a5f9d9d648,1
41346c69da781239494b879b02809b25,1
21572b23abaae63151434ef9b13da14a,1
277a0a8450a526e90f83b016f7b7932a,0
b760afe3953642bab7469d80168074b5,1
ea57fa3d6f6a1c5673eeaa546fb16d51,1
bebac56c12d14275dd61fbe548e50c7c,1
23bb37b6a6b6e0238dd1cd4d4f9490b6,0
316c21a7e2d997d039e5237d13918928,1
9858766d5b4963b776737ab4a7790841,1
b1603f802bfb20d3fbb840e53ecf112a,0
958f45e5e6386bd67391439c27b75aeb,0
dbe31206a66d29284051b33c971370aa,0
3e9c91289cf589d2e80013ef83ab18ed,0
3cbaa89354a6472010dce3d4a3e168e0,1
f62f543c280beaee0861061232e4a952,0
e11e0d4f54d3fb3e1d8bfb066df25fcd,1
327aaf2fbf5558f13df753b1cc4bbb70,0
8b11c69994707a03b76c5da569a6eaf8,0
6285c7bdab1297ae73c099490d6d0461,0
23f3c9591d232dcd16cfe67d0790fc6c,1
b898a62bfe066d2f80f15d5e5edd1dd5,0
cf73b9fa98bc855bab8f92530cd8403b,0
3da7601ab259e547b6f8469ce2c607b5,1
ac43c5fc78828a6d4258ad6be8b5940e,1
1cd1e44a682dc33695165296c843f288,0
d25aeea29465c5a5a6f51a63f11af052,1
ecc6e47e722d38cca5f116bda0a4113a,0
a464c4beac63dfb965fa20575e186aee,1
325e9d90d0ab526e867676352ca98edc,0
f20e3cc37ea456b9a3c17a3cca42c52b,1
6f2d3f2a9cc7b810894ebd141013d220,0
53bbc6489eee4ba77d12f02a1eefbdac,0
24d6cb1b00d40a6153ad6826c2ff5418,0
011a4e74de033c91c13fbaaa7f52f064,1
378f1c9204ecfe0e398f841f8a191718,0
7f7f817390263db9809be94529b1b75b,1
45cf27abd2e855a2a32f02f74e3f8922,1
d90550556bc7abc2aa7bf6d20624de4f,1
c655c3aa0dcb2420f6563240fd36dccd,1
a5b4bd1c021891774c8a44b11e6cd032,0
d801d6a690de1f7a57b04b03084585b1,0
c84652565ed612080ffe72506f336b47,1
0ec654c4d9501144d4410c329be48dd6,0
617140ce4ed9b7c499101e38c32618ce,0
8927becce484058f1351a13a99c7ddf6,1
30e59c8ff7de9c72ef6eb224603ac18f,0
955fa7a3ccbbad02d7347e75c5b626e4,1
7ae47a21334956beed5a40e9bff33e27,0
8c0904b7a2a255ab8329b455d92064b3,0
7dc00d923607cb46f32d4692db742bdb,0
71ce0f3c7dbd03b87d76cd150f090748,0
9406a4d588335b824fe03a9e0630dc55,1
f6f5125c7b748605a89728fcf7414db6,0
11e8fcfbb7d7db2888ea1a598447e0a9,0
2b538deed3e60732e7893580040b34aa,0
96ce0d550fa503e52b291ee7bf9cbbc0,0
e44ada875c01517e2234d23642263c62,1
3acbbc705daf4dcf882d5fbbbee53812,0
3669b3f71574ea5cb3f61481a82bb5b1,0
51119768a6520b8d45209dad0a6fa33e,0
3216c716c4f6de89b0fd7b163869a741,0
7cfe5127a38b24baae5d62cfd250cdd2,0
4c58374e407ac59c16fff0a78251c91d,1
e2fffe7fd0d5cb38b77f5f1b7af0f2c1,0
0ee85d637689eed8b96b4dcd992624a5,1
59306a81b3dcbf18acc39ade60b8f844,0
9be482698ab2ea3c9805373399c6801b,1
f5d001476a2bf9f072d9defb27710f7e,0
bd91159a97af7b8da5cc819c49d008c7,0
855539ccff657f160938ccca25261d4c,0
c673e2b6c07fc7203e2fcdf2af08edbd,0
d6f20eae05c360a264b75a8335eb5b82,1
ca527ca20744c8ce40540ed3f9993f40,1
72af057f48178dfad71960aa22e3dd67,1
4fa363a6afae7e8b3123ac283080a7bb,1
ab9730d217003ec829bb6c4fb1bb40a7,0
5786073665bca26d718f9eda34254f8a,1
9d3fa98f90803b6cb4e10f0bdb6fb17d,1
958e9fbc77666a85aad7a169428c84b9,1
4093acf23b680fc2eb49adb29d4c9aee,1
777421f11c663d6031880eb3e339f726,1
06b849302e86eedd327c6b3d00f7c374,1
161dd8becfbdd35946f7d17c1735a7c3,0
27ed384488ae46243685e64e66d1c8bd,0
2abfc76aa97562ed3ea7765e15a009df,0
43456e2626ce9e11ad77ed9feb97af3c,0
d5b94d7ec97d8362c1f4d95535f7e19d,1
1e2ba4c9b583a779b38f7ea013453616,0
93546c63a64e65edc292faaac7fca7f1,0
01cbc3b3b0737ea149a514bfe3aaf6ec,0
59c37f9513f3085621a3e543d345cba2,1
89eda9d453800542935e98d9d19dfe83,1
e6a558f6a265a8ad8213080840aa4c9a,1
9bd9d9c026b2406646be16d592f565e7,0
03b2e8e821c516f14b20c423aee0fa5e,0
fef4d50215f1ac4113af6f26ff0e5945,0
c3f24e36607eea7a17e6f02894ded306,1
29f71a359e4b2db605440a636b7c3003,1
7a3395d66049a29be143702dde9f1497,0
93cb1f6d7eef1d60757948e6419286c8,0
8f971955275117e5f89219dfefe86b04,0
a59aec2e45da214b7f3a21cb2ba89d34,0
75e9b12c8741a53d917cdbf0a0e990fb,0
21cec0c080e5013b16d988458dd075f5,0
b0404f3ae22ceef1d79ef8776240790d,0
3776b094b67874fb5fe7aa1c89f7af82,0
c6089df2d5639ada1b3ef87f52f76b01,0
53b505bf5ea1702a587b5ddb2b7b3908,0
e71547bb73e29d3ae67cf9dd884b48e1,0
4640727a56e1750acf1a44cd5064043a,0
fb879415fbb7e9802e768b03f514d474,1
bbfc5b74787edb5104d83ec0447dc549,0
e187bd827cbdae1cea69e43c21162e3f,1
30cbc04a618973428837955e2f4dedc8,0
e5ff9cd9560c9cb025bb14d9608db698,0
c10add173f1e43b59315110dd1209f98,1
3d75c8b566b641285465f81c1d7d3f4e,0
e96818e109e43ffd01d92fac0331834d,0
fa397798a7ef7cce7adf17bbdac888b7,0
2156d73a20d3be57a303ab4603426b41,0
6386ae68aeda2373efcbc29a7c22cdd2,0
7a1bc40f84d8cf2501b89f0efe69b887,0
99595fa8bc48233414a699556fea0cdf,0
0ae095d209e242e255371fade200858b,1
106c6fa2a5bae0da1239bd25b4fd9e6a,0
d5d510ae3aa70e0a24e2b5ff5d196d7a,0
c92ff21d3785c19455e790431cb4d12f,0
2cee53900b84d6167dacaafef4eea48a,0
2f052887ce7045531176bdb5b1837839,0
aaf6d5373c0d76b7817de39868cf34e9,1
47f3ff11506927fd66bcd21050a8ad91,0
5f714c9f86417e182432a2623b3fca57,0
90d8e3dc0009073bba29fe15518a9ccc,0
1b9f56b20e35efd4c1897e50cc0b6ee2,0
9b80ec1ab6ea18c5446d3930994a04db,0
bd8d56fbc0181671467512c13ad27c0e,0
ea4ab8de3b0a97f68d69d994562b31dc,0
3a09bb172d5b104c1c310b7d485e2217,0
e27b25b9699a8f8d6c8366a1f5d8a1aa,0
0122d04ad679fb3826c7c7102ac1dbcf,1
967db2f777216fc6c7e8411663638dc0,0
7583b6721fabe67cb84c193d6a25a6f7,1
ebc33dc5a23a581a61002329b0faae32,0
fef506367ec8ea4b712fe8a5c172c768,0
3e76a7b8976aa96feb94a445b1295d04,0
2822806083f3ff7840c0c4f05a9a470f,0
4f754258360a66417908730f76c94a5a,1
a30fee17c6528b4d96a5304dbed32acb,1
06fbf19d5d49f2fddf4aaa97eb19ee2f,0
fb783fa6ae2f21f980d7805ee5955e09,0
0039680eba9d12e28e2933801a869357,0
795f9f381976c2a7248a268036b98fe3,0
eb14447c3e31f4a2d29f1b2f2cd3a69d,1
606f295c47b3b97f3dab2fcec44db595,0
cf0ae62ce5227469134ec8425be74c6e,1
f9e7c7b8283af399bb1652e3148bdbe2,0
2f6f3dee5659101d7db69b44cbe936ff,0
f4ede9473c3c2ddc942814cb7f0fa255,0
2921acfdd0e79f33fe47165bdc246538,0
be0ece7a236273de2fbc7023196c95c5,0
26fa0a14c86b0c40e8323fbc756c7bf0,1
3f0c166f4199158ccb270cd5941e4aa2,1
17cb3fad988137ce0d2511cf8d9c5448,0
6111e3e8817771bef2f6663ba9e65e3b,0
5f05b177cb02b27a4899cb3a02c272fd,1
01812586a024892351e7df020d7722e4,0
20cc6c5a79e4986774fd1b726b4913f9,0
8819e4dc3cc91fdf71f4db2d4b8b95e0,1
4e0427a5e08a6d9f567a614f183369de,0
c6334195100e98f20f0b4c2d0730fe24,0
50d29a9760f12eb869642d0350c8b55a,0
6800581ad13deaf91d61fb7b2cb5c8f9,0
c7fb14d31b46235290367bde2b504eae,0
369d25d6dddbfe80ab1cd065a091f3de,0
3750211fb17b309e9604460e307f9e9f,0
d27ea1db7ad37d7d1b9c480d0ed09ff5,0
880c2ab1c9a6337e2c1116325744511d,1
f57839f0088f5738dfa9c8c99bfb4c56,0
7b235cbed4a5ac8df84c368a71f8ab9a,0
8e9d2fae33f3e60a6e28dafb4cfee2f2,0
45960d0e48689ee41a60a8fe8201059f,1
994efab61bdc37da66a3928274926c26,0
a652e2a2dce7e77378a6bf97a19d3fb1,0
cc2759414a8e588d99209db945479882,0
d92b4d29b172aab46f567044a800397f,0
8c2765c86e11fcbb0d925733f6cae024,0
b3f75deec93955e51205d25f1d3ebe3a,0
070dec94f41ec0241d42499876dfc3f9,0
b7536c31fa361ebc8220fbefb10e9ef7,1
f867643c6425b637b1a5f7391b1bc94b,0
dd3033ba901e0746b752e4cf121b895c,0
b517e1f6e29e64420e92f37a570584e8,0
82a889f4d358d8737cf92a52b0815bee,0
36b3d594aa3a61e8468297385ffdc6d8,0
360d785977b2242b3d66c64e06ed5b53,0
a42e50dda88cd4b0dcb97604f8a59319,1
98cb2f3cffc56f9d39adf1fca8f5d1c3,0
465c1b6f97e254e5bf011c93dc0b0475,1
188e30d5fe9a7f93cc17d296d5d40052,1
06d151eb6d473020efcfd3c662aaccdd,0
10eaca1d3b422060da4611c8c37b315c,0
1a890764b21a417864895dfc074551bf,0
f598ffb246170158e7b7c9fe92073a35,0
141726d605e0aaab4e0e592f7757fafc,1
6f4acf3c7bae05dc606914e28d6cdd44,0
59aa7f3ce3c9717b9fc4d81aab33aed6,1
b03a76d07c0c52d9cc4bfb2f5a8ed223,0
4aab2c194ee26f0de055ea8cd084931b,0
00fb032a67553fa193d1c33b81ddb1da,0
0ef82c5e05ca2f8538b9539e960b5ec4,1
db0c4b9170819dd13bfe8b6af46335bf,0
56bce4c8bf5ff65fb4fc3803e751e691,0
94988b9efb290e1f4f49aab4c3773023,1
ef7c33431875cdbe4535813ce224f587,0
ff8cdf726f941bdb59e849a299266649,1
c6836152bf05d15313d946f7a9ef0a06,0
bcc1c3b0fc5ebba326deb0b55034c3bb,0
faccdc084a26fb3239c8483252503520,1
5cacdd1e142c29d9e9ae40172430bfc0,1
9a310e985e2a289ed7613454e36608fb,0
aae7d5580809673d9cd77cf13356f9be,1
09757f532103446ca7ab713db128c459,1
6caf962ec021fb870e1c47e3d3baf942,0
523436ea3ba36e593405bc5914e2bbc6,1
aaf0e3f42b4fc07cd0e0e25de90b2ad6,0
7fd7330818f3d30d0fe494384503491e,1
7964a32a715ae582ddebc5cf95138f2a,0
2c391b4a3320c129155d93831a6565b1,1
1870ccd5ac310b721b7ad2c84b46f032,1
6babce47e1c02f9bf451518e318200e8,0
0ad49e9c8d796369a45f6652237308f6,1
5c002258eb46f37f52f2ec2d350182ed,0
dfa810c048df9bcb0dedb7db4dc6eef4,0
5746da69334be4fd50d817bc2df32aa4,1
3566b2837b047c65c7a32fb4ee59d658,0
5e76b34c5d45e944f807dfcc823b15ec,0
cb9c441551e9b272ad81b1de6493a858,0
9d449e7544c7f2a674daaaf709d5b0f0,0
15b7961ee39dd480bc176b87a17f9e74,0
ac471f5bf9dbc78cb5c8510cb5066033,1
0ea8709de6d4eb678c20c614560605b0,1
91f4c70d4fd64a3b963e5dd7ee74474c,1
8025791dc490a6a1f67ff59f0062be12,0
972db0fb6e6f52335e88de7bc0e3eb9e,0
c1fd2d71ac1c80b3ea68a73a92021f46,0
b899bf901c3122b05c96f7f0d1a58873,0
2b60a3fd1771795080172e0c55d08eb9,0
a947e14a9908591641bdda525f31845b,0
385a3e3c005506c6a4ea45b71c83f9be,0
13c31e27e830a69dbe0b19e941e1fc35,0
ee9114dfca75a602299128fc1cb5d908,1
afdd0167dca9d0428381c19764f29554,0
5fb6ec28dfea89f4516c4d9fc8f06795,0
fd430ed1148963353d6d8578b4685d4a,1
987baee398d931426ed420209c961887,1
6fd6a29ba9c47be3714cd7b7138176c5,1
b47c659708c8c273b6251848153135a7,1
3fc19803363e495f8497827b2adf2780,0
484bfbf94ad8113149ad8adfc2fd06b8,0
268a93448390cd81a61cae206fa50f38,0
d565589943776563ccee4163b718fba0,0
01734bf13c8ee3023df4c799a2efc853,0
83eececd68ab03ce31013e62cc0142d4,0
541d9b5b665c0387099c0fb4fb135c9a,0
632641148987fda8f8f7b4432f2d49f5,1
f2383686c702a2010faa0cd9945ef38e,0
07c3ddd3cc7b0b6fb021c6bdc019a9b8,0
2d57a246218b8ba52622191845c1198f,1
2be535442803ad0d74ba5d65b6008b77,1
40e838cd07d22dcd782d050fecf721df,1
70696873611b4fa7a3891550c31ade9a,1
5c9c6c4debddf75029f18466e864d384,0
155fdd1fbc70615dd06e1760cb73d46c,0
3bd9803c2e7e334d4d0a66632093c03f,0
cd9b248a2155e39445d7d8df90d0e49b,1
35f31abbe77492bb40175baf16d80845,0
aa1ed87f34f6077a135e9e8b3dcf3e49,1
4572ff1b4c39a33370428885c3792eea,1
b56fdbe8b22f2d3a50a07d3c2ca78a0a,0
f598b53b0d73327a58be7774329ee819,0
a2dc408d230e41a30ff088c5c02399c5,1
b02e100ec8ce547b5bd50373a03642c2,1
5f41c977e2518e0a6fcc78a829fa8581,0
9964712199dfe64ad391ea13f4d284bf,0
91ddb207ae25ac03fa83087a796f678b,1
f754abab52289f1b13ea154a543f7653,0
8807b7cba5a9a994c48f55af6da7c7eb,1
3ff779ab71d2254fb65166f5b49326be,1
b592f1b8d2be9207b643d86bb59251b8,0
1368973112446b79534499603ceb1ec7,1
7b2e998d55aaf2b3467838f1cdbde05e,1
13dc071e7933285bd22a795cec4bcb00,0
78ff9e2c4d111e0546baf783023c9f2a,0
dd0a39848849bc0202cb08d7c078a07f,0
4da509550e8b2c752532d4e05ea657d3,0
7c9d55492ede0b97157610f6a15fb240,0
396fbe63a882848b14ea3a429689eccb,0
a201ee699f259fb698865d3d8d4d15f9,1
ab3f242bdd5f571cd7194e267bda85a9,0
5f9bd14dcd6f49b40114e29d321afc48,1
fcb3d748c543dcbcf5cb90de7517b2a9,0
a011c4a1e3bd2d4aadcff941918ca6ba,1
0fc922d5fca4394430c6f9634c48c16c,1
7e5d9a58d7963429d95c0b4802d521f6,1
cc179620aa446f96ca7fff8719bec6ba,0
4ba93130bfbda2362d7db6579405a4d1,1
0443145ab1d9e98b6b13024ac734f54b,1
71d4cf8d623e98b9ecdab62ecf65c779,1
9f44be976a23fcb075c25325bff57238,1
0101f16d1ef56dadf94a9fcae106e262,1
a1917fb93d2129bec351edf2c20191f2,0
56fc493c79548595b932f0238b28decd,1
e4546e105e8f9609600d7a502847146f,1
